customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,tenure_group,balance_flag,age_group,credit_score_band,active_status,product_group
15695585,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,7-Apr,High,30-50,Excellent,Active,Single Product
15744398,525,France,Female,23,5,0,2,1,0,160249.1,0,7-Apr,Low,Under 30,Poor,Inactive,Multiple Products
15750658,798,France,Male,37,8,0,3,0,0,110783.28,0,8+,Low,30-50,Excellent,Inactive,Multiple Products
15578186,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,8+,High,30-50,Poor,Inactive,Multiple Products
15676519,615,Spain,Male,61,9,0,2,1,0,150227.85,1,8+,Low,50+,Fair,Inactive,Multiple Products
15637954,730,France,Female,35,0,155470.55,1,1,1,53718.28,0,0-3,High,30-50,Good,Active,Single Product
15758639,641,France,Male,37,7,0,2,1,0,75248.3,0,7-Apr,Low,30-50,Fair,Inactive,Multiple Products
15613772,542,France,Male,39,3,135096.77,1,1,1,14353.43,1,0-3,High,30-50,Poor,Active,Single Product
15731744,692,France,Male,30,2,0,2,0,1,130486.57,0,0-3,Low,30-50,Good,Active,Multiple Products
15807709,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,8+,High,50+,Good,Active,Single Product
15714689,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,0-3,High,Under 30,Fair,Active,Single Product
15699005,710,France,Female,41,2,156067.05,1,1,1,9983.88,0,0-3,High,30-50,Good,Active,Single Product
15624170,639,France,Female,38,4,81550.94,2,0,1,118974.77,0,7-Apr,High,30-50,Fair,Active,Multiple Products
15725679,531,France,Female,47,6,0,1,0,0,194998.34,1,7-Apr,Low,30-50,Poor,Inactive,Single Product
15585865,673,France,Female,38,2,170061.92,2,0,0,134901.34,1,0-3,High,30-50,Good,Inactive,Multiple Products
15804256,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,8+,High,30-50,Excellent,Active,Multiple Products
15662403,622,France,Female,32,6,169089.38,2,1,0,101057.95,0,7-Apr,High,30-50,Fair,Inactive,Multiple Products
15733616,806,France,Male,40,5,80613.93,1,1,1,142838.64,0,7-Apr,High,30-50,Excellent,Active,Single Product
15591995,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,8+,High,Under 30,Excellent,Active,Multiple Products
15677020,570,France,Female,58,8,0,1,0,1,116503.92,1,8+,Low,50+,Poor,Active,Single Product
15727688,555,Spain,Male,32,4,0,2,1,1,54405.79,0,7-Apr,Low,30-50,Poor,Active,Multiple Products
15715941,692,France,Male,54,5,0,2,1,1,88721.84,0,7-Apr,Low,50+,Good,Active,Multiple Products
15714485,774,France,Male,60,5,85891.55,1,1,0,74135.48,1,7-Apr,High,50+,Excellent,Inactive,Single Product
15730059,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,8+,High,30-50,Fair,Active,Multiple Products
15715527,543,Spain,Female,41,4,0,1,0,0,194902.16,0,7-Apr,Low,30-50,Poor,Inactive,Single Product
15576623,584,France,Male,31,5,0,2,1,0,31474.27,0,7-Apr,Low,30-50,Fair,Inactive,Multiple Products
15805565,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,7-Apr,High,30-50,Good,Inactive,Single Product
15677307,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,7-Apr,High,30-50,Good,Inactive,Single Product
15773890,733,France,Male,22,5,0,2,1,1,117202.19,0,7-Apr,Low,Under 30,Good,Active,Multiple Products
15598883,599,Spain,Female,37,2,0,2,1,1,143739.29,0,0-3,Low,30-50,Fair,Active,Multiple Products
15568506,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,8+,High,30-50,Poor,Active,Multiple Products
15761043,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,7-Apr,High,30-50,Fair,Inactive,Multiple Products
15782236,735,Spain,Male,34,5,0,2,0,0,71095.41,0,7-Apr,Low,30-50,Good,Inactive,Multiple Products
15593601,734,France,Male,34,6,133598.4,1,1,1,13107.24,0,7-Apr,High,30-50,Good,Active,Single Product
15682048,605,France,Female,51,3,136188.78,1,1,1,67110.59,1,0-3,High,50+,Fair,Active,Single Product
15746902,793,Spain,Male,38,9,0,2,1,0,88225.02,0,8+,Low,30-50,Excellent,Inactive,Multiple Products
15752081,468,France,Female,56,10,0,3,0,1,62256.87,1,8+,Low,50+,Poor,Active,Multiple Products
15781307,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,7-Apr,High,30-50,Excellent,Inactive,Multiple Products
15775912,698,France,Male,48,4,101238.24,2,0,1,177815.87,1,7-Apr,High,30-50,Good,Active,Multiple Products
15745417,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,7-Apr,High,50+,Good,Active,Single Product
15671256,850,France,Female,35,1,211774.31,1,1,0,188574.12,1,0-3,High,30-50,Excellent,Inactive,Single Product
15653547,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,7-Apr,High,50+,Excellent,Active,Single Product
15595766,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,7-Apr,High,30-50,Poor,Active,Multiple Products
15742358,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,8+,High,30-50,Good,Active,Single Product
15763274,661,France,Male,48,3,120320.54,1,0,0,96463.25,0,0-3,High,30-50,Fair,Inactive,Single Product
15786063,776,France,Female,31,2,0,2,1,1,112349.51,0,0-3,Low,30-50,Excellent,Active,Multiple Products
15600258,701,France,Male,43,2,0,2,1,1,165303.79,0,0-3,Low,30-50,Good,Active,Multiple Products
15573318,610,France,Male,26,8,0,2,1,0,166031.08,0,8+,Low,Under 30,Fair,Inactive,Multiple Products
15653849,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,0-3,High,30-50,Poor,Inactive,Single Product
15694272,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0-3,High,30-50,Good,Active,Single Product
15736112,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,0-3,High,50+,Poor,Active,Multiple Products
15749851,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,7-Apr,High,Under 30,Good,Active,Single Product
15663478,729,France,Male,32,6,93694.42,1,1,1,79919.13,0,7-Apr,High,30-50,Good,Active,Single Product
15592300,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0,8+,High,30-50,Poor,Inactive,Single Product
15567832,550,France,Female,40,7,114354.95,1,1,0,54018.93,0,7-Apr,High,30-50,Poor,Inactive,Single Product
15776780,608,France,Male,59,1,0,1,1,0,70649.64,1,0-3,Low,50+,Fair,Inactive,Single Product
15592846,639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,8+,High,30-50,Fair,Inactive,Multiple Products
15739803,686,Spain,Male,34,9,0,2,1,0,127569.8,0,8+,Low,30-50,Good,Inactive,Multiple Products
15794142,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,7-Apr,High,50+,Poor,Active,Multiple Products
15762729,745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,0-3,High,Under 30,Excellent,Inactive,Single Product
15667896,833,France,Male,37,8,151226.18,2,1,1,136129.49,0,8+,High,30-50,Excellent,Active,Multiple Products
15626578,622,France,Male,26,9,0,2,1,1,153237.59,0,8+,Low,Under 30,Fair,Active,Multiple Products
15776223,597,France,Female,42,4,64740.12,1,1,1,106841.12,0,7-Apr,High,30-50,Fair,Active,Single Product
15705953,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,0-3,High,50+,Good,Inactive,Single Product
15802593,504,France,Female,49,7,0,3,0,1,87822.14,1,7-Apr,Low,30-50,Poor,Active,Multiple Products
15615457,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0,0-3,High,30-50,Excellent,Inactive,Multiple Products
15708916,587,France,Male,38,0,0,2,1,0,47414.15,0,0-3,Low,30-50,Fair,Inactive,Multiple Products
15720187,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,7-Apr,High,30-50,Poor,Inactive,Multiple Products
15595440,508,France,Male,49,7,122451.46,2,1,1,75808.1,0,7-Apr,High,30-50,Poor,Active,Multiple Products
15600651,749,France,Male,24,1,0,3,1,1,47911.03,0,0-3,Low,Under 30,Excellent,Active,Multiple Products
15750141,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0,0-3,High,30-50,Good,Inactive,Multiple Products
15657284,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,7-Apr,High,30-50,Good,Active,Single Product
15763063,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0,8+,High,Under 30,Good,Inactive,Single Product
15709324,417,France,Male,34,7,0,2,1,0,55003.79,0,7-Apr,Low,30-50,Poor,Inactive,Multiple Products
15711309,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0,0-3,High,30-50,Poor,Inactive,Single Product
15775318,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,0-3,High,50+,Fair,Active,Multiple Products
15705515,587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0,7-Apr,High,30-50,Fair,Inactive,Multiple Products
15634844,598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,0-3,High,30-50,Fair,Inactive,Single Product
15717046,741,Spain,Male,53,3,0,2,1,1,38913.68,0,0-3,Low,50+,Excellent,Active,Multiple Products
15571816,850,Spain,Female,70,5,0,1,1,1,705.18,0,7-Apr,Low,50+,Excellent,Active,Single Product
15670080,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0,7-Apr,High,Under 30,Fair,Active,Single Product
15800440,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0,0-3,High,50+,Fair,Active,Single Product
15665678,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0,8+,High,30-50,Fair,Active,Single Product
15665956,509,France,Female,46,1,0,1,1,0,71244.59,1,0-3,Low,30-50,Poor,Inactive,Single Product
15788126,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0,7-Apr,High,30-50,Good,Active,Single Product
15811773,543,France,Male,36,4,0,2,1,1,141210.5,0,7-Apr,Low,30-50,Poor,Active,Multiple Products
15651674,438,Spain,Female,54,2,0,1,0,0,191763.07,1,0-3,Low,50+,Poor,Inactive,Single Product
15689614,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0,0-3,High,50+,Good,Active,Single Product
15795564,737,Germany,Male,31,5,121192.22,2,1,1,74890.58,0,7-Apr,High,30-50,Good,Active,Multiple Products
15706647,761,France,Male,31,7,0,3,1,1,166698.18,0,7-Apr,Low,30-50,Excellent,Active,Multiple Products
15728505,601,France,Male,44,1,100486.18,2,1,1,62678.53,0,0-3,High,30-50,Fair,Active,Multiple Products
15730076,651,France,Male,45,1,0,1,1,0,67740.08,1,0-3,Low,30-50,Fair,Inactive,Single Product
15622003,745,France,Male,35,9,92566.53,2,1,0,161519.77,0,8+,High,30-50,Excellent,Inactive,Multiple Products
15607312,648,Spain,Female,49,10,0,2,1,1,159835.78,1,8+,Low,30-50,Fair,Active,Multiple Products
15644753,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0,0-3,High,30-50,Excellent,Active,Single Product
15653620,546,France,Female,27,8,0,2,1,1,14858.1,0,8+,Low,Under 30,Poor,Active,Multiple Products
15761986,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0,0-3,High,30-50,Poor,Inactive,Single Product
15633922,755,France,Male,30,4,123217.66,2,0,1,144183.1,0,7-Apr,High,30-50,Excellent,Active,Multiple Products
15734674,593,France,Female,41,6,0,1,1,0,65170.66,0,7-Apr,Low,30-50,Fair,Inactive,Single Product
15658032,701,France,Male,39,2,0,2,1,1,82526.92,0,0-3,Low,30-50,Good,Active,Multiple Products
15692671,701,Spain,Male,36,8,0,2,1,0,169161.46,0,8+,Low,30-50,Good,Inactive,Multiple Products
15737741,607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,0-3,High,30-50,Fair,Active,Multiple Products
15576352,586,Spain,Female,57,3,0,2,0,1,6057.81,0,0-3,Low,50+,Fair,Active,Multiple Products
15753719,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0,8+,High,30-50,Poor,Inactive,Single Product
15803689,647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1,0-3,High,50+,Fair,Inactive,Multiple Products
15718057,760,France,Female,51,2,100946.71,1,0,0,179614.8,1,0-3,High,50+,Excellent,Inactive,Single Product
15722010,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,8+,High,50+,Fair,Inactive,Single Product
15680998,725,France,Male,44,5,0,1,1,1,117356.14,0,7-Apr,Low,30-50,Good,Active,Single Product
15614782,526,France,Male,36,1,0,1,1,0,160696.72,0,0-3,Low,30-50,Poor,Inactive,Single Product
15591047,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,7-Apr,High,30-50,Poor,Inactive,Multiple Products
15788291,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,7-Apr,High,30-50,Good,Active,Single Product
15604044,700,France,Male,38,8,134811.3,1,1,0,1299.75,0,8+,High,30-50,Good,Inactive,Single Product
15679587,666,France,Female,34,9,115897.12,1,1,1,25095.03,0,8+,High,30-50,Fair,Active,Single Product
15775153,630,Spain,Male,32,4,82034,1,0,0,146326.45,0,7-Apr,High,30-50,Fair,Inactive,Single Product
15603925,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0,7-Apr,High,Under 30,Excellent,Active,Multiple Products
15680970,611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0,0-3,High,30-50,Fair,Inactive,Single Product
15697183,685,Spain,Male,43,9,0,2,1,0,107811.28,0,8+,Low,30-50,Good,Inactive,Multiple Products
15567446,646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,8+,High,30-50,Fair,Active,Single Product
15637476,683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,7-Apr,High,50+,Good,Inactive,Single Product
15714939,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,7-Apr,High,30-50,Poor,Active,Single Product
15683503,601,France,Female,43,8,0,3,0,1,110916.15,1,8+,Low,30-50,Fair,Active,Multiple Products
15645569,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0,7-Apr,High,Under 30,Excellent,Active,Multiple Products
15782569,687,France,Female,72,9,0,1,0,1,69829.4,0,8+,Low,50+,Good,Active,Single Product
15592387,566,France,Male,30,5,0,1,1,0,54926.51,1,7-Apr,Low,30-50,Poor,Inactive,Single Product
15609286,702,France,Male,37,10,150525.8,1,1,1,94728.49,0,8+,High,30-50,Good,Active,Single Product
15814035,601,France,Male,29,9,0,1,1,1,80393.27,0,8+,Low,Under 30,Fair,Active,Single Product
15661249,699,France,Male,53,4,0,2,0,1,111307.98,0,7-Apr,Low,50+,Good,Active,Multiple Products
15629117,584,France,Male,28,10,0,2,1,0,19834.32,0,8+,Low,Under 30,Fair,Inactive,Multiple Products
15607170,699,France,Male,35,5,0,2,1,1,78397.24,0,7-Apr,Low,30-50,Good,Active,Multiple Products
15586585,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0,0-3,High,50+,Good,Inactive,Single Product
15686611,495,France,Male,30,10,129755.99,1,0,0,172749.65,0,8+,High,30-50,Poor,Inactive,Single Product
15603203,650,France,Female,27,6,0,2,1,0,1002.39,0,7-Apr,Low,Under 30,Fair,Inactive,Multiple Products
15619857,605,France,Female,64,2,129555.7,1,1,1,13601.79,0,0-3,High,50+,Fair,Active,Single Product
15805062,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0,0-3,High,30-50,Fair,Active,Single Product
15660271,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0,8+,High,Under 30,Good,Active,Single Product
15745295,727,Spain,Female,31,0,0,1,1,0,121751.04,1,0-3,Low,30-50,Good,Inactive,Single Product
15719352,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0,7-Apr,High,30-50,Excellent,Inactive,Multiple Products
15766575,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,8+,High,50+,Fair,Inactive,Single Product
15594594,546,Spain,Male,42,7,139070.51,1,1,1,86945,0,7-Apr,High,30-50,Poor,Active,Single Product
15646161,673,Spain,Female,37,8,0,2,1,1,183318.79,0,8+,Low,30-50,Good,Active,Multiple Products
15682585,593,France,Male,35,9,114193.24,1,1,0,71154.1,0,8+,High,30-50,Fair,Inactive,Single Product
15603134,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0,8+,High,30-50,Fair,Active,Single Product
15636444,535,Germany,Female,53,5,141616.55,2,1,1,75888.65,0,7-Apr,High,50+,Poor,Active,Multiple Products
15773456,678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0,0-3,High,30-50,Good,Active,Multiple Products
15745307,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0,0-3,High,30-50,Poor,Active,Single Product
15604119,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0,7-Apr,High,30-50,Excellent,Inactive,Single Product
15626900,427,France,Male,29,1,141325.56,1,1,1,93839.3,0,0-3,High,Under 30,Poor,Active,Single Product
15605447,752,France,Male,49,2,78653.84,1,1,0,7698.6,0,0-3,High,30-50,Excellent,Inactive,Single Product
15589030,649,France,Male,47,1,0,2,1,1,145593.85,0,0-3,Low,30-50,Fair,Active,Multiple Products
15692463,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0,0-3,High,Under 30,Excellent,Inactive,Single Product
15712403,589,France,Female,61,1,0,1,1,0,61108.56,1,0-3,Low,50+,Fair,Inactive,Single Product
15811762,583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1,7-Apr,High,50+,Fair,Inactive,Single Product
15718673,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0,8+,High,30-50,Excellent,Inactive,Single Product
15724282,540,Germany,Male,44,3,164113.04,2,1,1,12120.79,0,0-3,High,30-50,Poor,Active,Multiple Products
15738181,850,France,Male,31,6,67996.23,2,0,0,50129.87,1,7-Apr,High,30-50,Excellent,Inactive,Multiple Products
15633648,696,Spain,Female,51,5,0,2,1,0,55022.43,0,7-Apr,Low,50+,Good,Inactive,Multiple Products
15603323,660,Spain,Female,33,1,0,2,0,0,117834.91,0,0-3,Low,30-50,Fair,Inactive,Multiple Products
15583725,682,France,Male,48,1,138778.15,1,0,1,168840.23,0,0-3,High,30-50,Good,Active,Single Product
15588350,744,France,Female,43,10,147832.15,1,0,1,24234.11,0,8+,High,30-50,Excellent,Active,Single Product
15798398,785,France,Female,36,4,135438.4,1,0,0,190627.01,0,7-Apr,High,30-50,Excellent,Inactive,Single Product
15784844,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1,7-Apr,High,30-50,Excellent,Inactive,Single Product
15580684,706,France,Female,29,5,112564.62,1,1,0,42334.38,0,7-Apr,High,Under 30,Good,Inactive,Single Product
15809663,583,France,Female,27,1,125406.58,1,1,1,110784.42,0,0-3,High,Under 30,Fair,Active,Single Product
15640078,660,Germany,Female,39,5,135134.99,1,1,0,173683,1,7-Apr,High,30-50,Fair,Inactive,Single Product
15698786,819,France,Female,39,9,133102.92,1,1,0,27046.46,1,8+,High,30-50,Excellent,Inactive,Single Product
15569807,673,France,Female,34,8,42157.08,1,1,0,20598.59,1,8+,Low,30-50,Good,Inactive,Single Product
15730830,752,France,Female,30,3,0,2,1,1,104991.28,0,0-3,Low,30-50,Excellent,Active,Multiple Products
15805112,578,France,Male,38,7,82259.29,1,1,0,8996.97,0,7-Apr,High,30-50,Poor,Inactive,Single Product
15633064,438,France,Female,36,4,0,2,1,0,64420.5,0,7-Apr,Low,30-50,Poor,Inactive,Multiple Products
15703119,652,France,Male,38,6,0,2,1,1,145700.22,0,7-Apr,Low,30-50,Fair,Active,Multiple Products
15730447,629,France,Female,49,4,0,2,1,1,196335.48,0,7-Apr,Low,30-50,Fair,Active,Multiple Products
15813850,720,France,Male,52,7,0,1,1,1,14781.12,0,7-Apr,Low,50+,Good,Active,Single Product
15711889,668,France,Male,42,3,150461.07,1,1,0,108139.23,0,0-3,High,30-50,Fair,Inactive,Single Product
15664610,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1,7-Apr,High,30-50,Poor,Active,Single Product
15751710,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0,8+,High,30-50,Good,Active,Multiple Products
15692926,498,Germany,Male,25,8,121702.73,1,1,1,132210.49,0,8+,High,Under 30,Poor,Active,Single Product
15813741,549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0,7-Apr,High,Under 30,Poor,Active,Single Product
15698474,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0,0-3,High,50+,Fair,Active,Multiple Products
15568595,544,France,Male,64,9,113829.45,1,1,1,124341.49,0,8+,High,50+,Poor,Active,Single Product
15603065,751,France,Female,30,6,0,2,1,0,15766.1,0,7-Apr,Low,30-50,Excellent,Inactive,Multiple Products
15592937,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0,0-3,High,30-50,Fair,Active,Single Product
15699637,694,Spain,Male,57,8,116326.07,1,1,1,117704.65,0,8+,High,50+,Good,Active,Single Product
15667215,678,France,Male,31,2,0,2,1,1,58803.28,0,0-3,Low,30-50,Good,Active,Multiple Products
15788659,695,France,Male,46,4,0,2,1,1,137537.22,0,7-Apr,Low,30-50,Good,Active,Multiple Products
15763218,661,France,Female,41,1,0,2,0,1,131300.68,0,0-3,Low,30-50,Fair,Active,Multiple Products
15645772,661,France,Male,33,9,0,2,1,1,84174.81,0,8+,Low,30-50,Fair,Active,Multiple Products
15725511,559,France,Female,31,3,127070.73,1,0,1,160941.78,0,0-3,High,30-50,Poor,Active,Single Product
15575024,503,France,Male,29,3,0,2,1,1,143954.99,0,0-3,Low,Under 30,Poor,Active,Multiple Products
15640825,695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0,0-3,High,30-50,Good,Active,Single Product
15662397,640,France,Female,42,5,176099.13,1,1,1,8404.73,0,7-Apr,High,30-50,Fair,Active,Single Product
15576368,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0,0-3,High,30-50,Fair,Inactive,Multiple Products
15674991,667,France,Male,42,9,0,2,0,1,58137.42,0,8+,Low,30-50,Fair,Active,Multiple Products
15721024,642,France,Male,26,0,0,1,0,0,47472.68,0,0-3,Low,Under 30,Fair,Inactive,Single Product
15745621,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0,7-Apr,High,30-50,Fair,Active,Multiple Products
15642394,529,Spain,Male,35,5,0,2,1,1,187288.5,0,7-Apr,Low,30-50,Poor,Active,Multiple Products
15754605,563,France,Female,39,5,0,2,1,1,17603.81,0,7-Apr,Low,30-50,Poor,Active,Multiple Products
15607040,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0,7-Apr,High,30-50,Fair,Inactive,Multiple Products
15715142,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1,7-Apr,High,30-50,Good,Active,Single Product
15810978,788,Spain,Female,70,1,0,2,1,1,41610.62,0,0-3,Low,50+,Excellent,Active,Multiple Products
15668886,684,Spain,Female,38,3,0,2,1,0,44255.65,0,0-3,Low,30-50,Good,Inactive,Multiple Products
15780804,482,France,Male,55,5,97318.25,1,0,1,78416.14,0,7-Apr,High,50+,Poor,Active,Single Product
15613880,591,Spain,Male,58,5,128468.69,1,0,1,137254.55,0,7-Apr,High,50+,Fair,Active,Single Product
15775238,651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0,7-Apr,High,30-50,Fair,Active,Single Product
15786905,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0,8+,High,30-50,Excellent,Inactive,Multiple Products
15747867,583,France,Male,24,9,135125.28,1,0,0,89801.9,0,8+,High,Under 30,Fair,Inactive,Single Product
15600337,661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1,0-3,High,30-50,Fair,Inactive,Single Product
15801277,715,France,Female,31,2,112212.14,2,1,1,181600.72,0,0-3,High,30-50,Good,Active,Multiple Products
15579334,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1,7-Apr,High,30-50,Excellent,Inactive,Single Product
15802741,625,France,Female,51,7,136294.97,1,1,0,38867.46,1,7-Apr,High,50+,Fair,Inactive,Single Product
15720649,641,France,Female,36,5,66392.64,1,1,0,31106.67,0,7-Apr,High,30-50,Fair,Inactive,Single Product
15589493,716,Germany,Male,27,1,122552.34,2,1,0,67611.36,0,0-3,High,Under 30,Good,Inactive,Multiple Products
15688251,767,France,Male,43,1,76408.85,2,1,0,77837.63,0,0-3,High,30-50,Excellent,Inactive,Multiple Products
15665238,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0,8+,High,30-50,Excellent,Inactive,Single Product
15740900,589,France,Male,34,6,0,2,1,1,177896.92,0,7-Apr,Low,30-50,Fair,Active,Multiple Products
15681068,796,France,Female,45,2,109730.22,1,1,1,123882.73,0,0-3,High,30-50,Excellent,Active,Single Product
15748625,664,France,Male,57,6,0,2,1,1,15304.08,0,7-Apr,Low,50+,Fair,Active,Multiple Products
15727299,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1,0-3,High,50+,Poor,Active,Single Product
15620204,543,Germany,Female,57,1,106138.33,2,1,1,120657.32,1,0-3,High,50+,Poor,Active,Multiple Products
15669516,746,Spain,Male,36,2,0,2,1,1,16436.56,0,0-3,Low,30-50,Excellent,Active,Multiple Products
15736534,742,Germany,Male,33,0,181656.51,1,1,1,107667.91,0,0-3,High,30-50,Excellent,Active,Single Product
15803457,750,France,Female,32,5,0,2,1,0,95611.47,0,7-Apr,Low,30-50,Excellent,Inactive,Multiple Products
15659098,669,France,Male,30,7,95128.86,1,0,0,19799.26,0,7-Apr,High,30-50,Fair,Inactive,Single Product
15603436,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0,0-3,High,30-50,Fair,Active,Multiple Products
15566292,574,Spain,Male,36,1,0,2,0,1,71709.12,0,0-3,Low,30-50,Poor,Active,Multiple Products
15808621,659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0,0-3,High,30-50,Fair,Active,Multiple Products
15580148,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1,7-Apr,High,30-50,Excellent,Inactive,Multiple Products
15776231,626,Germany,Male,35,4,88109.81,1,1,1,32825.5,0,7-Apr,High,30-50,Fair,Active,Single Product
15773809,620,France,Male,42,4,0,2,1,0,6232.31,0,7-Apr,Low,30-50,Fair,Inactive,Multiple Products
15649423,580,France,Female,35,8,0,2,0,1,10357.03,0,8+,Low,30-50,Fair,Active,Multiple Products
15734886,686,France,Female,34,3,123971.51,2,1,0,147794.63,0,0-3,High,30-50,Good,Inactive,Multiple Products
15722548,540,France,Male,48,0,148116.48,1,0,0,116973.48,0,0-3,High,30-50,Poor,Inactive,Single Product
15650288,634,Germany,Male,35,6,116269.01,1,1,0,129964.94,0,7-Apr,High,30-50,Fair,Inactive,Single Product
15629448,632,Spain,Male,38,1,120599.21,1,1,0,92816.86,0,0-3,High,30-50,Fair,Inactive,Single Product
15716164,501,France,Female,41,3,144260.5,1,1,0,172114.67,0,0-3,High,30-50,Poor,Inactive,Single Product
15807609,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1,0-3,High,Under 30,Fair,Inactive,Multiple Products
15578977,786,France,Male,34,9,0,2,1,0,144517.19,0,8+,Low,30-50,Excellent,Inactive,Multiple Products
15677369,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0,7-Apr,High,30-50,Poor,Inactive,Single Product
15804072,701,Spain,Female,42,5,0,2,0,0,24210.56,0,7-Apr,Low,30-50,Good,Inactive,Multiple Products
15696859,474,France,Male,45,10,0,2,0,0,172175.9,0,8+,Low,30-50,Poor,Inactive,Multiple Products
15653780,621,France,Female,43,5,0,1,1,1,47578.45,0,7-Apr,Low,30-50,Fair,Active,Single Product
15721658,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1,0-3,High,50+,Good,Active,Multiple Products
